Date Open High Low Close Volume Adjusted DeltaVolPerc DeltaVolElder OBV VolSize RSI14 RSI14L1 RSI14L2 DeltaRSI14 DeltaRSI14L2 DiffRSI14L1 DiffRSI14L2 MA10 DeltaMA10 MA10L1 MA20 DeltaMA20 DeltaMA20M10 MACD Signal DeltaMACD DeltaSignal GapUp GapDown ReturnL1 ReturnL2 Return Decision
2010-02-23 7.142857 7.190357 6.989643 7.037857 575094800 6.04282 0.472474137374809 medium 282154.796 medium 44.9816027836813 49.2923050051765 50.980025754169 -0.0874518288613714 -0.117662219305512 -4.31070222149522 -5.99842297048769 7.1371072 0.00147335186370317 7.1266072 7.09823219999999 -0.00150966434372399 -0.0388750000000142 -0.399111694705345 -0.599341554558905 0.366591740416505 -0.0770827541443053 FALSE TRUE -0.00619826449149598 -0.00620903759917212 -0.0167647942673345 Up
2010-02-24 7.079643 7.194286 7.065714 7.166429 460566400 6.153214 -0.199146992808838 medium 286760.46 medium 50.0244553270231 44.9816027836813 49.2923050051765 0.112109223132691 0.0148532376761385 5.04285254334182 0.732150321846596 7.1530715 0.0022368026082051 7.1371072 7.08880364999999 -0.00132829551560739 -0.0642678500000136 -0.334946192076901 -0.546462482062505 -0.160770790432026 -0.0882286103711229 FALSE FALSE -0.0167647942673345 -0.00619826449149598 0.0182686292148306 Up
2010-02-25 7.049286 7.245 7.031786 7.214286 665126000 6.194305 0.444147901366665 high 293411.72 medium 51.7955399473932 50.0244553270231 44.9816027836813 0.0354043758955905 0.151482756105434 1.7710846203701 6.81393716371192 7.177643 0.00343509777582964 7.1530715 7.07830364999999 -0.00148120903306447 -0.0993393500000144 -0.227458713724504 -0.482661728394905 -0.320909689063486 -0.116752303702164 FALSE FALSE 0.0182686292148306 -0.0167647942673345 0.00667794238943838 Up
2010-02-26 7.227857 7.3275 7.214286 7.307857 507460800 6.274645 -0.23704561241028 medium 298486.328 medium 55.1428356174186 51.7955399473932 50.0244553270231 0.0646251718473257 0.102317561619316 3.34729567002531 5.11838029039541 7.198893 0.00296058190690178 7.177643 7.08782149999999 0.00134465127107126 -0.111071500000014 -0.0365992668887261 -0.393449236093669 -0.839094900830861 -0.184834402756383 TRUE FALSE 0.00667794238943838 0.0182686292148306 0.0129702371100896 Up
2010-03-01 7.348214 7.482143 7.3375 7.463929 550093600 6.408653 0.0840120064446357 medium 303987.264 medium 60.1174373567803 55.1428356174186 51.7955399473932 0.0902130201260525 0.160668223901891 4.97460173936179 8.3218974093871 7.229643 0.00427149007493239 7.198893 7.11805364999999 0.00426536559928897 -0.111589350000013 0.285695663140317 -0.257620256246872 -8.8060487935162 -0.345226187742452 TRUE FALSE 0.0129702371100896 0.00667794238943838 0.0213567397391602 Down
2010-03-02 7.4975 7.529643 7.419286 7.458929 566546400 6.404358 0.0299090918345532 medium 298321.8 medium 59.8882988020388 60.1174373567803 55.1428356174186 -0.00381151567359211 0.0860576561122879 -0.22913855474156 4.74546318462023 7.2491073 0.00269229061517977 7.229643 7.14326794999999 0.00354230260683692 -0.105839350000013 0.527915898461151 -0.100513025305267 0.847826084086789 -0.609840364381333 FALSE FALSE 0.0213567397391602 0.0129702371100896 -0.000669888472947679 Up
2010-03-03 7.462143 7.495357 7.426429 7.476071 372052800 6.419076 -0.34329685970999 low 302042.328 medium 60.4449407347997 59.8882988020388 60.1174373567803 0.00929466930762126 0.0054477268562823 0.556641932760961 0.327503378019401 7.2733215 0.0033403009498839 7.2491073 7.16732149999999 0.00336730333628318 -0.106000000000014 0.729286307772425 0.0654468413102713 0.381444108613246 -1.65112796188855 FALSE FALSE -0.000669888472947679 0.0213567397391602 0.00229818516840685 Up
2010-03-04 7.474286 7.532857 7.451071 7.525357 366041200 6.461394 -0.0161579216713327 low 305702.74 medium 62.0745459006367 60.4449407347997 59.8882988020388 0.0269601582204679 0.0365054132832296 1.62960516583701 2.18624709859797 7.3011072 0.00382022161401774 7.2733215 7.18782149999999 0.00286020377347397 -0.113285700000013 0.93141366688303 0.238640206424823 0.277157759519706 2.64632122264655 FALSE FALSE 0.00229818516840685 -0.000669888472947679 0.00659250025849132 Up
2010-03-05 7.676429 7.846429 7.665357 7.819643 899620400 6.714074 1.45770257555707 high 314698.944 medium 70.0174545314567 62.0745459006367 60.4449407347997 0.127957579319778 0.158367494124215 7.94290863081993 9.57251379665693 7.3628215 0.00845273166239763 7.3011072 7.23585719999999 0.00668292889577193 -0.126964300000012 1.39625341553491 0.47016284824684 0.49906906585069 0.970174495281255 TRUE FALSE 0.00659250025849132 0.00229818516840685 0.0391059188288344 Up
2010-03-08 7.8575 7.860357 7.794643 7.824286 429889600 6.71806 -0.522143339568556 medium 318997.84 medium 70.1237680190377 70.0174545314567 62.0745459006367 0.00151838549819457 0.129670253750796 0.106313487581062 8.04922211840099 7.4294644 0.00905127198859835 7.3628215 7.27803579999999 0.00582910895477592 -0.151428600000012 1.744486170953 0.725027512788072 0.249405123413559 0.542077421666939 TRUE FALSE 0.0391059188288344 0.00659250025849132 0.000593761121831231 Up
